Faction,Unit,Tier,Models,BSData_pts,MFM_pts,Difference,Status,Row_type,Wargear_note
Emperor's Children,Lucius The Eternal,standard,1,150,130,-20,decreased,unit,
Emperor's Children,Maulerfiend,1st-2nd,1,130,130,0,unchanged,unit,
Emperor's Children,Maulerfiend,3rd+,1,140,140,0,unchanged,unit,
Emperor's Children,Noise Marines,1st-2nd,6,145,145,0,unchanged,unit,
Emperor's Children,Noise Marines,3rd+,6,160,160,0,unchanged,unit,
Emperor's Children,Seekers,standard,5,80,80,0,unchanged,unit,
Emperor's Children,Seekers,standard,10,160,155,-5,decreased,unit,
Emperor's Children,Sorcerer,standard,1,60,60,0,unchanged,unit,
Emperor's Children,Tormentors,standard,5,85,80,-5,decreased,unit,
Emperor's Children,Tormentors,standard,10,160,160,0,unchanged,unit,
Genestealer Cults,Aberrants,1st-2nd,5,135,150,15,increased,unit,
Genestealer Cults,Aberrants,1st-2nd,10,300,300,0,unchanged,unit,
Genestealer Cults,Aberrants,3rd+,5,145,160,15,increased,unit,
Genestealer Cults,Aberrants,3rd+,10,310,310,0,unchanged,unit,
Genestealer Cults,Abominant,1st-2nd,1,85,85,0,unchanged,unit,
Genestealer Cults,Abominant,3rd+,1,95,95,0,unchanged,unit,
Genestealer Cults,Achilles Ridgerunners,1st-2nd,1,95,95,0,unchanged,unit,
Genestealer Cults,Achilles Ridgerunners,1st-2nd,2,170,160,-10,decreased,unit,
Genestealer Cults,Achilles Ridgerunners,3rd+,1,105,105,0,unchanged,unit,
Genestealer Cults,Achilles Ridgerunners,3rd+,2,180,170,-10,decreased,unit,
Genestealer Cults,Achilles Ridgerunners with Heavy mining laser,,,,10,,,wargear,per Heavy mining laser
Genestealer Cults,Acolyte Hybrids With Autopistols,standard,5,65,70,5,increased,unit,
Genestealer Cults,Acolyte Hybrids With Autopistols,standard,10,130,130,0,unchanged,unit,
Genestealer Cults,Acolyte Hybrids With Hand Flamers,standard,5,70,75,5,increased,unit,
Genestealer Cults,Acolyte Hybrids With Hand Flamers,standard,10,140,150,10,increased,unit,
Genestealer Cults,Acolyte Iconward,standard,1,50,50,0,unchanged,unit,
Genestealer Cults,Atalan Jackals,1st-2nd,5,85,90,5,increased,unit,
Genestealer Cults,Atalan Jackals,1st-2nd,10,150,160,10,increased,unit,
Genestealer Cults,Atalan Jackals,3rd+,5,95,100,5,increased,unit,
Genestealer Cults,Atalan Jackals,3rd+,10,160,170,10,increased,unit,
Genestealer Cults,Benefictus,standard,1,70,75,5,increased,unit,
Genestealer Cults,Biophagus,standard,1,50,50,0,unchanged,unit,
Genestealer Cults,Clamavus,standard,1,50,50,0,unchanged,unit,
Genestealer Cults,Goliath Rockgrinder,1st-2nd,1,120,120,0,unchanged,unit,
Genestealer Cults,Goliath Rockgrinder,3rd+,1,130,130,0,unchanged,unit,
Genestealer Cults,Goliath Truck,standard,1,85,85,0,unchanged,unit,
Genestealer Cults,Hybrid Metamorphs,1st-2nd,5,70,75,5,increased,unit,
Genestealer Cults,Hybrid Metamorphs,1st-2nd,10,140,150,10,increased,unit,
Genestealer Cults,Hybrid Metamorphs,3rd+,5,80,85,5,increased,unit,
Genestealer Cults,Hybrid Metamorphs,3rd+,10,150,160,10,increased,unit,
Genestealer Cults,Jackal Alphus,standard,1,55,55,0,unchanged,unit,
Genestealer Cults,Kelermorph,standard,1,60,60,0,unchanged,unit,
Genestealer Cults,Locus,standard,1,45,35,-10,decreased,unit,
Genestealer Cults,Magus,standard,1,50,50,0,unchanged,unit,
Genestealer Cults,Neophyte Hybrids,standard,10,65,70,5,increased,unit,
Genestealer Cults,Neophyte Hybrids,standard,20,145,145,0,unchanged,unit,
Genestealer Cults,Nexos,standard,1,60,60,0,unchanged,unit,
Genestealer Cults,Patriarch,standard,1,75,80,5,increased,unit,
Genestealer Cults,Primus,standard,1,70,70,0,unchanged,unit,
Genestealer Cults,Purestrain Genestealers,1st-2nd,5,75,80,5,increased,unit,
Genestealer Cults,Purestrain Genestealers,1st-2nd,10,140,140,0,unchanged,unit,
Genestealer Cults,Purestrain Genestealers,3rd+,5,85,90,5,increased,unit,
Genestealer Cults,Purestrain Genestealers,3rd+,10,150,150,0,unchanged,unit,
Genestealer Cults,Reductus Saboteur,standard,1,65,70,5,increased,unit,
Genestealer Cults,Sanctus,standard,1,50,65,15,increased,unit,
Grey Knights,Brother-Captain,standard,1,90,95,5,increased,unit,
Grey Knights,Brotherhood Champion,standard,1,70,70,0,unchanged,unit,
Grey Knights,Brotherhood Chaplain,standard,1,65,65,0,unchanged,unit,
Grey Knights,Brotherhood Librarian,1st-2nd,1,80,90,10,increased,unit,
Grey Knights,Brotherhood Librarian,3rd+,1,90,100,10,increased,unit,
Grey Knights,Brotherhood Techmarine,standard,1,70,70,0,unchanged,unit,
Grey Knights,Brotherhood Terminator Squad,standard,4,150,140,-10,decreased,unit,
Grey Knights,Brotherhood Terminator Squad,standard,4,150,150,0,unchanged,unit,
Grey Knights,Brotherhood Terminator Squad,standard,5,185,175,-10,decreased,unit,
Grey Knights,Brotherhood Terminator Squad,standard,5,185,185,0,unchanged,unit,
Grey Knights,Brotherhood Terminator Squad,standard,8,300,300,0,unchanged,unit,
Grey Knights,Brotherhood Terminator Squad,standard,8,300,310,10,increased,unit,
Grey Knights,Brotherhood Terminator Squad,standard,10,375,375,0,unchanged,unit,
Grey Knights,Brotherhood Terminator Squad,standard,10,375,385,10,increased,unit,
Grey Knights,Brotherhood Terminator Squad with Psycannon,,,,5,,,wargear,per Psycannon
Grey Knights,Castellan Crowe,standard,1,90,100,10,increased,unit,
Grey Knights,Grand Master,standard,1,95,95,0,unchanged,unit,
Grey Knights,Grand Master In Nemesis Dreadknight,1st-2nd,1,225,200,-25,decreased,unit,
Grey Knights,Grand Master In Nemesis Dreadknight,3rd+,1,240,215,-25,decreased,unit,
Grey Knights,Grand Master In Nemesis Dreadknight with Sublimator,,,,15,,,wargear,per Sublimator
Grey Knights,Grand Master In Nemesis Dreadknight with Heavy psycannon,,,,15,,,wargear,per Heavy psycannon
Grey Knights,Grand Master Voldus,standard,1,110,140,30,increased,unit,
Grey Knights,Grey Knights Thunderhawk Gunship,1st-2nd,1,805,805,0,unchanged,unit,
Grey Knights,Grey Knights Thunderhawk Gunship,3rd+,1,855,855,0,unchanged,unit,
Grey Knights,Interceptor Squad,1st-2nd,5,125,125,0,unchanged,unit,
Grey Knights,Interceptor Squad,1st-2nd,10,250,250,0,unchanged,unit,
Grey Knights,Interceptor Squad,3rd+,5,135,135,0,unchanged,unit,
Grey Knights,Interceptor Squad,3rd+,10,260,260,0,unchanged,unit,
Grey Knights,Land Raider,1st-2nd,1,220,220,0,unchanged,unit,
Grey Knights,Land Raider,3rd+,1,240,240,0,unchanged,unit,
Grey Knights,Land Raider Crusader,1st-2nd,1,220,220,0,unchanged,unit,
Grey Knights,Land Raider Crusader,3rd+,1,240,240,0,unchanged,unit,
Grey Knights,Land Raider Redeemer,1st-2nd,1,270,250,-20,decreased,unit,
Grey Knights,Land Raider Redeemer,3rd+,1,290,270,-20,decreased,unit,
Grey Knights,Nemesis Dreadknight,1st-2nd,1,210,195,-15,decreased,unit,
Grey Knights,Nemesis Dreadknight,3rd+,1,225,210,-15,decreased,unit,
Grey Knights,Nemesis Dreadknight with Heavy psycannon,,,,15,,,wargear,per Heavy psycannon
Grey Knights,Paladin Squad,1st-2nd,4,180,170,-10,decreased,unit,
Grey Knights,Paladin Squad,1st-2nd,5,225,215,-10,decreased,unit,
Grey Knights,Paladin Squad,1st-2nd,8,360,360,0,unchanged,unit,
Grey Knights,Paladin Squad,1st-2nd,10,450,450,0,unchanged,unit,
Grey Knights,Paladin Squad,3rd+,4,195,185,-10,decreased,unit,
Grey Knights,Paladin Squad,3rd+,5,240,230,-10,decreased,unit,
Grey Knights,Paladin Squad,3rd+,8,375,375,0,unchanged,unit,
Grey Knights,Paladin Squad,3rd+,10,465,465,0,unchanged,unit,
Grey Knights,Paladin Squad with Psycannon,,,,5,,,wargear,per Psycannon
Grey Knights,Purgation Squad,1st-2nd,5,115,110,-5,decreased,unit,
Grey Knights,Purgation Squad,1st-2nd,10,230,220,-10,decreased,unit,
Grey Knights,Purgation Squad,3rd+,5,125,120,-5,decreased,unit,
Grey Knights,Purgation Squad,3rd+,10,240,230,-10,decreased,unit,
Grey Knights,Purgation Squad with Psycannon,,,,5,,,wargear,per Psycannon
Grey Knights,Purifier Squad,1st-2nd,5,125,130,5,increased,unit,
Grey Knights,Purifier Squad,1st-2nd,10,250,260,10,increased,unit,
Grey Knights,Purifier Squad,3rd+,5,135,140,5,increased,unit,
Grey Knights,Purifier Squad,3rd+,10,260,270,10,increased,unit,
Grey Knights,Purifier Squad with Psycannon,,,,5,,,wargear,per Psycannon
Grey Knights,Razorback,standard,1,85,85,0,unchanged,unit,
Grey Knights,Rhino,standard,1,80,80,0,unchanged,unit,
Grey Knights,Stormhawk Interceptor,standard,1,160,160,0,unchanged,unit,
Grey Knights,Stormraven Gunship,1st-2nd,1,280,280,0,unchanged,unit,
Grey Knights,Stormraven Gunship,3rd+,1,300,300,0,unchanged,unit,
Grey Knights,Stormtalon Gunship,standard,1,170,170,0,unchanged,unit,
Grey Knights,Strike Squad,standard,5,120,120,0,unchanged,unit,
Grey Knights,Strike Squad,standard,10,240,240,0,unchanged,unit,
Grey Knights,Venerable Dreadnought,1st-2nd,1,140,130,-10,decreased,unit,
Grey Knights,Venerable Dreadnought,3rd+,1,150,140,-10,decreased,unit,
Imperial Agents,Aquila Kill Team,standard,5,200,100,-100,decreased,unit,
Imperial Agents,Aquila Kill Team,standard,5,200,100,-100,decreased,unit,
Imperial Agents,Aquila Kill Team,standard,10,200,200,0,unchanged,unit,
Imperial Agents,Aquila Kill Team,standard,10,200,200,0,unchanged,unit,
Imperial Agents,Callidus Assassin,standard,1,100,100,0,unchanged,unit,
Imperial Agents,Callidus Assassin,standard,1,100,100,0,unchanged,unit,
Imperial Agents,Corvus Blackstar,standard,1,180,180,0,unchanged,unit,
Imperial Agents,Corvus Blackstar,standard,1,180,180,0,unchanged,unit,
Imperial Agents,Culexus Assassin,standard,1,85,85,0,unchanged,unit,
Imperial Agents,Culexus Assassin,standard,1,85,85,0,unchanged,unit,
Imperial Agents,Deathwatch Kill Team,standard,5,100,100,0,unchanged,unit,
Imperial Agents,Deathwatch Kill Team,standard,5,100,100,0,unchanged,unit,
Imperial Agents,Deathwatch Kill Team,standard,10,190,190,0,unchanged,unit,
Imperial Agents,Eversor Assassin,standard,1,110,110,0,unchanged,unit,
Imperial Agents,Eversor Assassin,standard,1,110,120,10,increased,unit,
Imperial Agents,Exaction Squad,standard,11,90,90,0,unchanged,unit,
Imperial Agents,Exaction Squad,standard,11,90,85,-5,decreased,unit,
Imperial Agents,Grey Knights Terminator Squad,standard,5,190,190,0,unchanged,unit,
Imperial Agents,Grey Knights Terminator Squad,standard,5,190,210,20,increased,unit,
Imperial Agents,Grey Knights Terminator Squad with Psycannon,,,,5,,,wargear,per Psycannon
Imperial Agents,Imperial Navy Breachers,standard,10,90,90,0,unchanged,unit,
Imperial Agents,Imperial Navy Breachers,standard,10,90,90,0,unchanged,unit,
Imperial Agents,Imperial Rhino,standard,1,75,75,0,unchanged,unit,
Imperial Agents,Imperial Rhino,standard,1,75,75,0,unchanged,unit,
Imperial Agents,Inquisitor,standard,1,55,55,0,unchanged,unit,
Imperial Agents,Inquisitor,standard,1,55,65,10,increased,unit,
Imperial Agents,Inquisitor Coteaz,standard,1,75,75,0,unchanged,unit,
Imperial Agents,Inquisitor Coteaz,standard,1,75,95,20,increased,unit,
Imperial Agents,Inquisitor Draxus,standard,1,75,75,0,unchanged,unit,
Imperial Agents,Inquisitor Draxus,standard,1,75,110,35,increased,unit,
Imperial Agents,Inquisitor Greyfax,standard,1,65,65,0,unchanged,unit,
Imperial Agents,Inquisitor Greyfax,standard,1,65,65,0,unchanged,unit,
Imperial Agents,Inquisitor Kroyle,standard,1,100,100,0,unchanged,unit,
Imperial Agents,Inquisitor Kroyle,standard,1,100,100,0,unchanged,unit,
Imperial Agents,Inquisitorial Agents,standard,6,50,50,0,unchanged,unit,
Imperial Agents,Inquisitorial Agents,standard,6,50,60,10,increased,unit,
Imperial Agents,Inquisitorial Agents,standard,12,100,100,0,unchanged,unit,
Imperial Agents,Inquisitorial Agents,standard,12,100,120,20,increased,unit,
Imperial Agents,Inquisitorial Chimera,standard,1,70,70,0,unchanged,unit,
Imperial Agents,Inquisitorial Chimera,standard,1,70,70,0,unchanged,unit,
Imperial Agents,Ministorum Priest,standard,1,40,40,0,unchanged,unit,
Imperial Agents,Ministorum Priest,standard,1,40,40,0,unchanged,unit,
Imperial Agents,Navigator,standard,1,60,60,0,unchanged,unit,
Imperial Agents,Navigator,standard,1,60,75,15,increased,unit,
Imperial Agents,Rogue Trader Entourage,standard,4,75,75,0,unchanged,unit,
Imperial Agents,Rogue Trader Entourage,standard,4,75,105,30,increased,unit,
Imperial Agents,Sanctifiers,standard,9,100,100,0,unchanged,unit,
Imperial Agents,Sanctifiers,standard,9,100,100,0,unchanged,unit,
Imperial Agents,Sisters Of Battle Immolator,standard,1,100,100,0,unchanged,unit,
Imperial Agents,Sisters Of Battle Immolator,standard,1,100,115,15,increased,unit,
Imperial Agents,Sisters Of Battle Immolator with Twin multi-melta,,,,15,,,wargear,per Twin multi-melta
Imperial Agents,Sisters Of Battle Squad,standard,10,100,100,0,unchanged,unit,
Imperial Agents,Sisters Of Battle Squad,standard,10,100,115,15,increased,unit,
Imperial Agents,Subductor Squad,standard,11,85,85,0,unchanged,unit,
Imperial Agents,Subductor Squad,standard,11,85,100,15,increased,unit,
Imperial Agents,Vigilant Squad,standard,11,85,85,0,unchanged,unit,
Imperial Agents,Vigilant Squad,standard,11,85,85,0,unchanged,unit,
Imperial Agents,Vindicare Assassin,standard,1,110,110,0,unchanged,unit,
Imperial Agents,Vindicare Assassin,standard,1,110,125,15,increased,unit,
Imperial Agents,Voidsmen-At-Arms,standard,6,50,50,0,unchanged,unit,
Imperial Agents,Voidsmen-At-Arms,standard,6,50,70,20,increased,unit,
Imperial Agents,Watch Captain Artemis,standard,1,65,65,0,unchanged,unit,
Imperial Agents,Watch Captain Artemis,standard,1,65,65,0,unchanged,unit,
Imperial Agents,Watch Master,standard,1,95,95,0,unchanged,unit,
Imperial Agents,Watch Master,standard,1,95,105,10,increased,unit,
Imperial Knights,Acastus Knight Asterius,1st-2nd,1,765,785,20,increased,unit,
Imperial Knights,Acastus Knight Asterius,3rd+,1,840,860,20,increased,unit,
Imperial Knights,Acastus Knight Porphyrion,1st-2nd,1,700,725,25,increased,unit,
Imperial Knights,Acastus Knight Porphyrion,3rd+,1,775,800,25,increased,unit,
Imperial Knights,Armiger Helverin,standard,1,135,140,5,increased,unit,
Imperial Knights,Armiger Moirax,3rd+,1,150,160,10,increased,unit,
Imperial Knights,Armiger Warglaive,standard,1,140,140,0,unchanged,unit,
Imperial Knights,Canis Rex,standard,1,415,415,0,unchanged,unit,
Imperial Knights,Cerastus Knight Acheron,1st-2nd,1,395,380,-15,decreased,unit,
Imperial Knights,Cerastus Knight Acheron,3rd+,1,410,395,-15,decreased,unit,
Imperial Knights,Cerastus Knight Atrapos,1st-2nd,1,405,405,0,unchanged,unit,
Imperial Knights,Cerastus Knight Atrapos,3rd+,1,425,425,0,unchanged,unit,
Imperial Knights,Cerastus Knight Castigator,1st-2nd,1,395,380,-15,decreased,unit,
Imperial Knights,Cerastus Knight Castigator,3rd+,1,410,395,-15,decreased,unit,
Imperial Knights,Cerastus Knight Lancer,1st-2nd,1,395,415,20,increased,unit,
Imperial Knights,Cerastus Knight Lancer,3rd+,1,415,435,20,increased,unit,
Imperial Knights,Knight Castellan,1st-2nd,1,410,400,-10,decreased,unit,
Imperial Knights,Knight Castellan,3rd+,1,430,420,-10,decreased,unit,
Imperial Knights,Knight Crusader,1st-2nd,1,385,395,10,increased,unit,
Imperial Knights,Knight Crusader,3rd+,1,405,415,10,increased,unit,
Imperial Knights,Knight Crusader with Rapid-fire battle cannon,,,,15,,,wargear,per Rapid-fire battle cannon
Imperial Knights,Knight Defender,1st-2nd,1,415,400,-15,decreased,unit,
Imperial Knights,Knight Defender,3rd+,1,435,420,-15,decreased,unit,
Imperial Knights,Knight Destrier,1st-2nd,1,250,265,15,increased,unit,
Imperial Knights,Knight Destrier,3rd+,1,265,280,15,increased,unit,
Imperial Knights,Knight Errant,1st-2nd,1,355,355,0,unchanged,unit,
Imperial Knights,Knight Errant,3rd+,1,370,370,0,unchanged,unit,
Imperial Knights,Knight Gallant,1st-2nd,1,355,355,0,unchanged,unit,
Imperial Knights,Knight Gallant,3rd+,1,370,370,0,unchanged,unit,
Imperial Knights,Knight Paladin,1st-2nd,1,375,375,0,unchanged,unit,
Imperial Knights,Knight Paladin,3rd+,1,390,390,0,unchanged,unit,
Imperial Knights,Knight Preceptor,1st-2nd,1,365,365,0,unchanged,unit,
Imperial Knights,Knight Preceptor,3rd+,1,380,380,0,unchanged,unit,
Imperial Knights,Knight Valiant,1st-2nd,1,410,400,-10,decreased,unit,
Imperial Knights,Knight Valiant,3rd+,1,425,415,-10,decreased,unit,
Imperial Knights,Knight Warden,1st-2nd,1,375,375,0,unchanged,unit,
Imperial Knights,Knight Warden,3rd+,1,390,390,0,unchanged,unit,
Imperial Knights,Questoris Knight Magaera,1st-2nd,1,385,385,0,unchanged,unit,
Imperial Knights,Questoris Knight Magaera,3rd+,1,400,400,0,unchanged,unit,
Imperial Knights,Questoris Knight Styrix,1st-2nd,1,385,375,-10,decreased,unit,
Imperial Knights,Questoris Knight Styrix,3rd+,1,400,390,-10,decreased,unit,
Leagues Of Votann,Arkanyst Evaluator,standard,1,65,70,5,increased,unit,
Leagues Of Votann,Berehk Stornbröw,standard,1,95,95,0,unchanged,unit,
Leagues Of Votann,Brôkhyr Iron-Master,standard,5,75,75,0,unchanged,unit,
Leagues Of Votann,Brôkhyr Thunderkyn,1st-2nd,3,80,80,0,unchanged,unit,
Leagues Of Votann,Brôkhyr Thunderkyn,1st-2nd,6,160,160,0,unchanged,unit,
Leagues Of Votann,Brôkhyr Thunderkyn,3rd+,3,90,90,0,unchanged,unit,
Leagues Of Votann,Brôkhyr Thunderkyn,3rd+,6,170,170,0,unchanged,unit,
Leagues Of Votann,Buri Aegnirssen,standard,1,95,95,0,unchanged,unit,
Leagues Of Votann,Cthonian Beserks,standard,5,100,100,0,unchanged,unit,
Leagues Of Votann,Cthonian Beserks,standard,10,200,200,0,unchanged,unit,
Leagues Of Votann,Cthonian Earthshakers,standard,2,110,110,0,unchanged,unit,
Leagues Of Votann,Einhyr Champion,standard,1,70,65,-5,decreased,unit,
Leagues Of Votann,Einhyr Hearthguard,1st-2nd,5,135,130,-5,decreased,unit,
Leagues Of Votann,Einhyr Hearthguard,1st-2nd,10,270,270,0,unchanged,unit,
Leagues Of Votann,Einhyr Hearthguard,3rd+,5,145,140,-5,decreased,unit,
Leagues Of Votann,Einhyr Hearthguard,3rd+,10,280,280,0,unchanged,unit,
Leagues Of Votann,Grimnyr,standard,3,65,65,0,unchanged,unit,
Leagues Of Votann,Hearthkyn Warriors,standard,10,100,100,0,unchanged,unit,
Leagues Of Votann,Hekaton Land Fortress,1st-2nd,1,240,250,10,increased,unit,
Leagues Of Votann,Hekaton Land Fortress,3rd+,1,255,265,10,increased,unit,
Leagues Of Votann,Hernkyn Pioneers,1st-2nd,3,80,80,0,unchanged,unit,
Leagues Of Votann,Hernkyn Pioneers,1st-2nd,6,160,160,0,unchanged,unit,
Leagues Of Votann,Hernkyn Pioneers,3rd+,3,90,90,0,unchanged,unit,
Leagues Of Votann,Hernkyn Pioneers,3rd+,6,170,170,0,unchanged,unit,
Leagues Of Votann,Hernkyn Yaegirs,standard,10,90,90,0,unchanged,unit,
Leagues Of Votann,Ironkin Steeljacks With Heavy Volkanite Disintegrators,1st-2nd,3,85,80,-5,decreased,unit,
Leagues Of Votann,Ironkin Steeljacks With Heavy Volkanite Disintegrators,1st-2nd,6,170,160,-10,decreased,unit,
Leagues Of Votann,Ironkin Steeljacks With Heavy Volkanite Disintegrators,3rd+,3,95,90,-5,decreased,unit,
Leagues Of Votann,Ironkin Steeljacks With Heavy Volkanite Disintegrators,3rd+,6,180,170,-10,decreased,unit,
Leagues Of Votann,Ironkin Steeljacks With Melee Weapons,1st-2nd,3,85,80,-5,decreased,unit,
Leagues Of Votann,Ironkin Steeljacks With Melee Weapons,1st-2nd,6,170,160,-10,decreased,unit,
Leagues Of Votann,Ironkin Steeljacks With Melee Weapons,3rd+,3,95,90,-5,decreased,unit,
Leagues Of Votann,Ironkin Steeljacks With Melee Weapons,3rd+,6,180,170,-10,decreased,unit,
Leagues Of Votann,Kapricus Carrier,standard,1,75,75,0,unchanged,unit,
Leagues Of Votann,Kapricus Defenders,standard,1,,65,,unmatched,unit,
Leagues Of Votann,Kapricus Defenders,standard,2,,130,,unmatched,unit,
Leagues Of Votann,Kâhl,standard,1,65,65,0,unchanged,unit,
Leagues Of Votann,Memnyr Strategist,standard,1,45,45,0,unchanged,unit,
Leagues Of Votann,Sagitaur,standard,1,90,85,-5,decreased,unit,
Leagues Of Votann,Ûthar The Destined,standard,1,95,90,-5,decreased,unit,
Necrons,Annihilation Barge,standard,1,105,95,-10,decreased,unit,
Necrons,C'Tan Shard Of The Deceiver,standard,1,310,330,20,increased,unit,
Necrons,C'Tan Shard Of The Nightbringer,standard,1,340,360,20,increased,unit,
Necrons,C'Tan Shard Of The Void Dragon,standard,1,330,345,15,increased,unit,
Necrons,Canoptek Doomstalker,standard,1,140,140,0,unchanged,unit,
Necrons,Canoptek Macrocytes,standard,5,85,70,-15,decreased,unit,
Necrons,Canoptek Reanimator,standard,1,75,70,-5,decreased,unit,
Necrons,Canoptek Scarab Swarms,standard,3,40,40,0,unchanged,unit,
Necrons,Canoptek Scarab Swarms,standard,6,80,80,0,unchanged,unit,
Necrons,Canoptek Spyders,standard,1,,65,,unmatched,unit,
Necrons,Canoptek Spyders,standard,2,,110,,unmatched,unit,
Necrons,Canoptek Tomb Crawlers,standard,2,50,50,0,unchanged,unit,
Necrons,Canoptek Wraiths,1st-2nd,3,110,95,-15,decreased,unit,
Necrons,Canoptek Wraiths,1st-2nd,6,220,220,0,unchanged,unit,
Necrons,Canoptek Wraiths,3rd+,3,130,115,-15,decreased,unit,
Necrons,Canoptek Wraiths,3rd+,6,240,240,0,unchanged,unit,
Necrons,Catacomb Command Barge,standard,1,120,120,0,unchanged,unit,
Necrons,Chronomancer,1st-2nd,1,65,80,15,increased,unit,
Necrons,Chronomancer,3rd+,1,75,90,15,increased,unit,
Necrons,Convergence Of Dominion,standard,1,,60,,unmatched,unit,
Necrons,Convergence Of Dominion,standard,2,,120,,unmatched,unit,
Necrons,Convergence Of Dominion,standard,3,,180,,unmatched,unit,
Necrons,Cryptothralls,standard,2,60,60,0,unchanged,unit,
Necrons,Deathmarks,1st-2nd,5,60,60,0,unchanged,unit,
Necrons,Deathmarks,1st-2nd,10,120,120,0,unchanged,unit,
Necrons,Deathmarks,3rd+,5,70,70,0,unchanged,unit,
Necrons,Deathmarks,3rd+,10,130,130,0,unchanged,unit,
Necrons,Doom Scythe,standard,1,230,200,-30,decreased,unit,
Necrons,Doomsday Ark,1st-2nd,1,200,200,0,unchanged,unit,
Necrons,Doomsday Ark,3rd+,1,220,220,0,unchanged,unit,
Necrons,Flayed Ones,standard,5,60,55,-5,decreased,unit,
Necrons,Flayed Ones,standard,10,120,100,-20,decreased,unit,
Necrons,Geomancer,standard,1,75,75,0,unchanged,unit,
Necrons,Ghost Ark,standard,1,115,100,-15,decreased,unit,
Necrons,Hexmark Destroyer,standard,1,75,75,0,unchanged,unit,
Necrons,Illuminor Szeras,standard,1,165,175,10,increased,unit,
Necrons,Immortals,standard,5,70,70,0,unchanged,unit,
Necrons,Immortals,standard,10,150,140,-10,decreased,unit,
Necrons,Imotekh The Stormlord,standard,1,100,100,0,unchanged,unit,
Necrons,Lokhust Destroyers,1st-2nd,1,40,40,0,unchanged,unit,
Necrons,Lokhust Destroyers,1st-2nd,2,60,55,-5,decreased,unit,
Necrons,Lokhust Destroyers,1st-2nd,3,90,80,-10,decreased,unit,
Necrons,Lokhust Destroyers,1st-2nd,6,180,160,-20,decreased,unit,
Necrons,Lokhust Destroyers,3rd+,1,50,50,0,unchanged,unit,
Necrons,Lokhust Destroyers,3rd+,2,70,65,-5,decreased,unit,
Necrons,Lokhust Destroyers,3rd+,3,100,90,-10,decreased,unit,
Necrons,Lokhust Destroyers,3rd+,6,190,170,-20,decreased,unit,
Necrons,Lokhust Heavy Destroyers,1st-2nd,1,,50,,unmatched,unit,
Necrons,Lokhust Heavy Destroyers,1st-2nd,2,,100,,unmatched,unit,
Necrons,Lokhust Heavy Destroyers,1st-2nd,3,,150,,unmatched,unit,
Necrons,Lokhust Heavy Destroyers,3rd+,1,,60,,unmatched,unit,
Necrons,Lokhust Heavy Destroyers,3rd+,2,,110,,unmatched,unit,
Necrons,Lokhust Heavy Destroyers,3rd+,3,,160,,unmatched,unit,
Necrons,Lokhust Lord,standard,1,80,70,-10,decreased,unit,
Necrons,Lychguard,standard,5,85,80,-5,decreased,unit,
Necrons,Lychguard,standard,10,170,160,-10,decreased,unit,
Necrons,Monolith,1st-2nd,1,400,420,20,increased,unit,
Necrons,Monolith,3rd+,1,420,440,20,increased,unit,
Necrons,Necron Warriors,standard,10,90,80,-10,decreased,unit,
Necrons,Necron Warriors,standard,20,200,190,-10,decreased,unit,
Necrons,Nekrosor Ammentar,standard,1,185,175,-10,decreased,unit,
Necrons,Night Scythe,standard,1,145,125,-20,decreased,unit,
Necrons,Obelisk,1st-2nd,1,300,280,-20,decreased,unit,
Necrons,Obelisk,3rd+,1,330,310,-20,decreased,unit,
Necrons,Ophydian Destroyers,1st-2nd,3,80,80,0,unchanged,unit,
Necrons,Ophydian Destroyers,1st-2nd,6,160,145,-15,decreased,unit,
Necrons,Ophydian Destroyers,3rd+,3,90,90,0,unchanged,unit,
Necrons,Ophydian Destroyers,3rd+,6,170,155,-15,decreased,unit,
Necrons,Orikan The Diviner,standard,1,80,90,10,increased,unit,
Necrons,Overlord,standard,1,85,90,5,increased,unit,
Necrons,Overlord With Translocation Shroud,standard,1,85,90,5,increased,unit,
Necrons,Plasmancer,standard,1,55,55,0,unchanged,unit,
Necrons,Psychomancer,standard,1,55,55,0,unchanged,unit,
Necrons,Royal Warden,standard,1,50,50,0,unchanged,unit,
Necrons,Seraptek Heavy Construct,1st-2nd,1,540,540,0,unchanged,unit,
Necrons,Seraptek Heavy Construct,3rd+,1,570,570,0,unchanged,unit,
Necrons,Skorpekh Destroyers,1st-2nd,3,90,85,-5,decreased,unit,
Necrons,Skorpekh Destroyers,1st-2nd,6,180,170,-10,decreased,unit,
Necrons,Skorpekh Destroyers,3rd+,3,100,95,-5,decreased,unit,
Necrons,Skorpekh Destroyers,3rd+,6,190,180,-10,decreased,unit,
Necrons,Skorpekh Lord,standard,1,90,90,0,unchanged,unit,
Necrons,Technomancer,1st-2nd,1,80,80,0,unchanged,unit,
Necrons,Technomancer,3rd+,1,90,90,0,unchanged,unit,
Necrons,Tesseract Vault,1st-2nd,1,425,445,20,increased,unit,
Necrons,Tesseract Vault,3rd+,1,445,465,20,increased,unit,
Necrons,The Silent King,standard,3,400,400,0,unchanged,unit,
Necrons,Tomb Blades,1st-2nd,3,75,70,-5,decreased,unit,
Necrons,Tomb Blades,1st-2nd,6,150,140,-10,decreased,unit,
Necrons,Tomb Blades,3rd+,3,85,80,-5,decreased,unit,
Necrons,Tomb Blades,3rd+,6,160,150,-10,decreased,unit,
